"Data Source","World Development Indicators",

"Last Updated Date","2024-03-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Bangladesh","BGD","Gross capital formation (% of GDP)","NE.GDI.TOTL.ZS","6.89426584038759","7.72941134721944","11.9904086727836","9.85562867298552","11.9751662541869","11.4762752432939","9.01689829253079","10.7087041177763","14.154801345283","12.5083636694694","11.3446569376759","8.22782728437302","4.69769640474618","8.71200689758102","7.37485722304406","6.14790581498772","9.91136204173915","11.5232177984098","11.5467985472657","11.2038721266497","14.4393912962956","17.1557664410058","17.3632790930077","16.5627367701504","16.4842575699599","15.8309437037216","16.1764548292232","15.4734420283602","15.7359830693445","16.1209144348967","16.4586755151535","16.8959474633294","17.3050292766937","17.9468320109013","18.402556188374","19.1197958221399","20.7299506037379","21.8162145054057","22.1214128239602","22.7213703034657","23.8085625731369","24.1743067306933","24.3414161366729","24.6791888612834","24.9918339447004","25.8304355145863","26.1441457474299","26.1784970672047","26.2022714003991","26.2060570157536","26.2466561760577","27.4209733686034","28.2623350097187","28.3896207536466","28.5778757115563","28.886689247008","30.2397639179985","30.9468717841225","31.8225783876755","32.2137298382397","31.3079381873233","31.0187387357172","32.047275580905","",
"Bulgaria","BGR","Gross capital formation (% of GDP)","NE.GDI.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","33.9963553177465","35.4878136458408","34.1295281425568","32.8899264118922","33.2033507099577","32.1972799759475","35.8763413684718","32.9038386260549","34.4174353437597","33.1090572826131","25.588778293303","22.5976418570376","19.8889442231076","15.2820341251255","9.39117199391172","17.7287824425775","1.15731098937928","9.7273816374924","18.7086050292142","19.8436996364963","19.0461434857678","21.3510717892793","20.5290208799206","22.0741733883245","23.4333521102503","27.7396716608631","32.0563353125989","33.6062336623614","36.9245389748046","28.5382207093012","22.5179685624585","21.3581829600151","21.8870849869755","21.0060108987805","21.5078339407257","20.9999295980527","18.9624324900328","19.8169984706422","21.2236789806751","21.0071756070758","20.3459553577746","21.079227868685","23.3764700405537","",
"Bahrain","BHR","Gross capital formation (% of GDP)","NE.GDI.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","46.1272860720145","41.6136360150318","36.2780857893201","43.8550199373398","42.5808648280558","35.6492607967373","26.6271673782347","25.4586816260531","20.1996982975361","24.6368830453638","16.4298289738431","28.5994123408423","29.4167039856695","18.3040965580729","19.6331317649216","14.6085302631868","14.4052658503799","17.4464869330839","21.4227345060428","7.90520216530236","16.5750590582953","15.7093968978237","23.3477306246465","23.735810361348","20.5199354428997","26.7352737398905","30.3879536462009","34.7132604204404","34.9481240884218","26.1446971919251","27.2864931284966","22.4029574861368","28.1463689721443","25.9405926027639","26.8445042051079","25.5307904726665","29.1539435742367","32.9434238956856","35.2644384367203","32.6369548137386","35.0948309644064","25.5852913581551","","",
"Bahamas, The","BHS","Gross capital formation (% of GDP)","NE.GDI.TOTL.ZS","","","","","","","","","","","","","","","","","","12.5105189340813","11.3407015857761","12.8268105959984","18.2880251628847","18.8433228180862","21.4661344484572","20.3312557710065","16.3490274851796","19.1709406287302","18.422649140546","18.7951370226653","","31.4996734160679","29.414718888187","29.3568958202085","27.8613702155034","23.3395860284605","25.8606934642528","27.6550014581511","30.4937655860349","29.0792058569001","32.1122399103205","28.7524385498453","30.1852170564615","26.8735956373237","24.2085493336456","24.2737108642641","23.1908641247271","27.3367763973892","33.5164375814502","30.5104187660218","29.4556336690101","28.053608710113","27.9860060064819","30.1833582411908","31.3421141002201","29.459862440479","31.9413565623064","24.9586649418739","26.0680123906457","27.9030481087036","26.5268382120503","26.5600710637353","24.4766571668751","24.128179326139","21.6935196241103","",
"Bosnia and Herzegovina","BIH","Gross capital formation (% of GDP)","NE.GDI.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.9831460781267","41.2139014001628","41.9999993717899","38.0000002760846","27.9999793095576","29.7272486017105","30.9796327754853","30.8221182952827","29.689360528506","29.8957101126865","28.7397822003268","25.2768165996806","29.8412812469917","31.6950160007338","23.6484988031786","19.708762239122","22.199889582133","22.4364115870283","21.2335805467275","22.5258642223175","21.6895898494442","22.7149682778236","24.6345950144464","24.41012062718","24.8437950565657","23.1065336178264","26.0268629701414","27.4916294309912","",
"Belarus","BLR","Gross capital formation (% of GDP)","NE.GDI.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.5127020785219","33.3333333333333","31.5217391304348","41.0152284263959","32.9343000056202","24.7498002520531","23.5192009966691","26.8369544475643","26.7119649197264","23.7067689249137","25.3986730605006","23.7608599445648","22.1768515932559","24.9543276593883","28.6673014374357","28.4604661956657","32.1841371566982","34.0919031794272","37.6416510261128","36.8640444559238","40.6563662623236","37.2175950788459","35.0942730563184","38.7980262073973","34.8415840355428","29.0345901457013","26.4773720628969","28.0307901804289","28.0788096795291","29.1497194430425","27.4550664235478","24.3805087093437","21.9763395236552","",
"Belize","BLZ","Gross capital formation (% of GDP)","NE.GDI.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","23.3147541939861","25.10424809183","19.2767682438335","19.5611307005093","23.2419636677767","21.6631491934242","20.1321145088573","20.9810875483994","24.0609815320866","29.5703941682322","22.1492819006683","24.3352124336027","23.1221388564188","25.1148912849202","18.4027562899831","19.5610723925213","18.2443734891246","17.8864225247205","16.708471052362","21.4448238361698","26.3431728233172","22.0980934277047","20.7446091246648","17.80929956122","16.7943571446096","17.8896380837747","17.3565169596591","17.3925324859731","21.1498039193203","16.3434151481068","15.2726574826142","11.5858672482892","12.56970263087","14.0594334133426","17.2022200174417","16.6842040690837","17.9473164963343","15.0463275643497","16.5192358027645","16.8551881738159","18.507115713125","21.7881415868831","21.5916862556325","",
"Bermuda","BMU","Gross capital formation (% of GDP)","NE.GDI.TOTL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.0430267361979","12.5825420569453","11.0144291764369","10.8931113391845","12.0945969964397","11.8925858297364","12.8032086210967","13.763644733725","13.4097576009445","14.7485170334877","12.2382896720514","13.2688853967898","12.5258415054333","",
"Bolivia","BOL","Gross capital formation (% of GDP)","NE.GDI.TOTL.ZS","","","","","","","","","","","16.3880152292667","16.8331284572833","20.1375598086124","20.4178537511871","14.5814495788322","23.022569516605","19.1852488704337","19.1573372973475","24.6948219462248","20.8313934153642","16.6376067950031","16.0510480932096","15.624008632334","13.2382287117759","19.6716054538642","19.4643057445188","13.5589242803118","13.5080426811772","13.9807785343082","11.5875574376305","12.5319367063192","15.5777692542444","16.7043358669022","16.5637752364324","14.371195053134","15.244003062267","16.2372212746505","19.6319690404537","23.6065117115701","18.771852078251","18.1434786934628","14.2684344660588","16.294673391902","13.2320723069973","11.0217031489009","14.2536216336637","13.8653311051279","15.1866548549559","17.5527400611141","16.971260971496","17.0070184588469","19.8155524290026","17.6729919914841","19.0177268858945","21.0337970312715","20.2812768788265","21.0573618533858","22.220286318471","20.5963525597123","19.8750108890925","15.7781295148662","16.790744049772","16.6168659809669","",
"Brazil","BRA","Gross capital formation (% of GDP)","NE.GDI.TOTL.ZS","17.5232269408406","18.8354665120659","20.3126738423307","19.0396965842808","18.8226041657334","19.4218502397387","19.0343850340575","16.6495536472918","18.8871335395952","22.5249333862905","20.5420007091554","21.2625148787298","21.2085471898153","22.0447346391829","24.3114640242604","25.6975921331099","23.0421198404484","22.0475188520747","23.0331267356395","23.1379277243404","23.1135062558596","23.580302746211","21.8998565393313","17.8825127668248","17.4692254111657","20.299093219092","19.9608396615159","23.1736016647865","24.3442266859346","26.9027870382664","20.1677089633283","19.768768868394","18.9345399423489","20.8463552065145","22.1455629464805","17.2923463458623","17.2669463759545","17.7639856110956","18.1647519194741","17.3895597435179","18.9031192683871","18.7418602950836","17.4490794834956","16.8566884007152","17.9125683422575","17.20488346411","17.8164739288648","19.8193259926566","21.6193828309623","18.7961350766833","21.8013215934647","21.8262711253268","21.4172253819505","21.6937669589669","20.5484107692172","17.4116258682972","14.9695469657992","14.6255875996264","15.0950416275172","15.5167908269592","16.1158206144162","19.4252129647308","18.1433357773634","",
