Report generated on: 04-08-2024 05:36:21
"API","","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022"
"","refined petroleum products consumption (Mb/d)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-2-GTM-TBPD.A","        Guatemala","","","","","","","","28.999999999","25","25","26","23.000000001","26","23.1","23.4","25.7","26","27.2","25.8","31.2","33.5","38.1","41.3","43.9","48.2","58","58.7","61.62145792349726","65.13661698630129","65.96505753424657","67.0555901369863","62.3999147540983","64.67850630136982","68.02127780821915","73.8356898630138","66.49449726775958","75.2338597260275","68.12033972602742","68.80322958904107","69.98970819672134","71.53086794520546","75.44044931506849","89","93","94.01016438356163","101.45509589041097","112.62016438356166","101.6502081262408","109.69009590212005","115.43417003043636"
"INTL.54-2-GIN-TBPD.A","        Guinea","","","","","","","","5.600000001","5.5","5.600000001","5.699999999","5.699999999","5.299999999","6.56517","7.02201","7.1","6.83835","9.3","7.14392","7.4","7.8","7.9","7.8","7.8","7.9","8","8","10.494863387978146","11.024246575342476","11.435972602739724","11.963232876712325","12.354972677595631","12.834876712328766","13.263397260273965","13.861698630136987","14.04528907103825","14.951763287671234","17.62787643835616","18.382021917808217","17.658902732240442","15.709415068493149","16.5785506849315","18.45906","20.005844","19.9228630138","19.8392986301","19.8392986301","18.943468366592647","28.703978082191785","29.60639240076005"
"INTL.54-2-GNB-TBPD.A","        Guinea-Bissau","","","","","","","","0.6","0.6","0.6","0.6","0.8","0.9","0.77413","1.29531","1.49505","1.51649","1.83178","1.83178","1.93169","2.13178","2.13178","2.13178","2.03169","2.13178","2.13178","2.131780821917808","1.5814983606557382","1.614781095890411","1.6493479452054793","1.921870136986301","1.9855038251366128","2.018672876712328","2.0668405479452057","2.198186301369863","2.1353612021857913","2.219963835616439","2.278627397260274","2.3145057534246574","2.354945901639345","2.4180657534246577","2.5393098630136994","2.624536","2.740278","2.2067698629","2.2131369863000003","2.2131369863000003","2.113289073111846","2.271375342465753","2.3427844"
"INTL.54-2-GUY-TBPD.A","        Guyana","","","","","","","","9.800000001","12","9.3","8.3","9.3","9.5","9.02438","6.78191","6.68169","4.55753","4.35753","5.06442","5.78169","7.15287","7.15287","6.2","6.8","7.25753","9.35753","11.157534246575343","10.958157483606556","10.737874879452047","10.819285586301365","11.128771375342474","10.891211519125681","9.932729101369853","8.907909802739718","10.941821671232878","10.387071661202187","10.812559317808219","11.582361939452058","12.093151887945199","13.60423679234973","13.255431780821919","13.252109589041094","13.578446","15.285497","15.095675518191783","15.334270293125545","18.093835616438355","17.56745205479452","15.66934093980822","16.489887657695395"
"INTL.54-2-HTI-TBPD.A","        Haiti","","","","","","","","6","4","4.999999998","4","4","4.800000002","4.9","8.36","9.1","8.6","4.7","4.6","5.4","4.3","3.7","6.3","7.4","9.47315","8.9","10","10.212213114754094","11.225479452054788","12.712794520547947","11.54638356164383","13.552540983606553","14.27271232876712","14.618739726027394","16.308575342465744","16.264016393442628","15.425780821917812","14.110794520547941","15.425780821917812","16.24327759562842","17.58016438356166","19.022931506849336","22.088109","23.087868","22.3967123287","23.3609863013","21.06386301369863","17.738313013661198","17.846651178082194","18.781215906849383"
"INTL.54-2-HITZ-TBPD.A","        Hawaiian Trade Zone","","","","","","","","45","51.999999999","48","45","54","52.1","30.5","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--",""
"INTL.54-2-HND-TBPD.A","        Honduras","","","","","","","","12","10.999999999","10.999999999","12","12","10.999999999","11.7","11.8","13.2","16.1","17.7","17.5","18.3","18.1","20.3","23.3","25.4","25.7","29.3","30.9","28.483579234972662","33.5045205479452","35.27087671232877","38.781671232876704","42.840683060109285","42.86605479452053","39.64619178082185","50.69410958904114","49.43923497267755","44.388000000000076","46.021205479452036","47.066465753424616","51.02467213114755","51.66619178082193","55.88356164383567","62.080082","57.499698","58.3565479452","64.59221917808219","66.80279452054795","59.54038457518164","63.893509432974305","67.23937947053307"
"INTL.54-2-HKG-TBPD.A","        Hong Kong","","","","","","","","124","128.000000001","125.000000001","118.999999998","115","110.000000001","113.1","115.7","121.2","123.1","127.6","132.8","151.6","157.9","180.1","186","183","184.7","192","289","260.15821658590215","252.19111734642868","263.1903918738694","267.22964192642337","305.6199726501017","286.96188745412246","308.3742504075124","334.8851891375895","300.8255362271028","370.9869015111576","416.55738975445934","369.63431773929466","340.45956774237845","347.74209206168706","322.1586774532605","394.769393","407.374214","421.6427241079","429.5027457432","404.620794520549","281.4048219178082","394.7574747065711","413.8482838175922"
"INTL.54-2-HUN-TBPD.A","        Hungary","","","","","","","","243.8","236","223","223","200.185792","206.060274","194.526027","199.161643","182.019127","183.131508","177.517808","163.438357","163.557376","160.739727","161.978082","154.315069","145.142076","148.841095","155.50411","148.983562","143.256832","137.868492","140.394521","135.221918","136.185793","154.758904","163.150685","160.920547","158.502732","156.638355","149.295891","142.241097","132.090164","130.482192","145.723288","155.49315","154.024589","166.868492","178.756164","180.476712","167.535519","181.843837","181.671231"
"INTL.54-2-ISL-TBPD.A","        Iceland","","","","","","","","11","10","9","10","10.631147","10.750685","10.860274","11.79726","12.57914","13.230138","14.216438","13.358904","14.28142","14.739726","16.601454","15.251155","16.680328","16.789041","17.506849","17.810959","18.232241","17.739821","18.164383","18.205481","19.002733","19.230137","20.734246","20.781618","22.622951","21.684932","14.649314","14.40274","14.248635","14.923288","15.624658","17.312328","19.073771","21.175341","23.169863","19.715069","13.12295","15.175343","20.446575"
"INTL.54-2-IND-TBPD.A","        India","","","","","","","","642.999999999","729","737","773.000000001","823.999999999","895","947","989","1084","1150","1169","1192","1274","1312","1414","1574","1681","1766","1758","1960","2178.3368032786884","2171.9955342465764","2256.1779726027394","2355.9148219178073","2476.343469945356","2465.435232876712","2654.0014520547948","2853.348986301369","2949.9810382513656","3019.285671232877","3141.96739726027","3221","3398","3423","3550","3848","4233","4531.196682564837","4765.461549299717","4920.122051051392","4457.494386026059","4706.307048783422","5048.86009289"
"INTL.54-2-IDN-TBPD.A","        Indonesia","","","","","","","","408","454.999999999","479.000000001","470.000000001","470.000000001","464.999999999","470.7","494.2","524.8","583.7","651","696","706","766","778","784","857","942","904","965","1183.8457103825133","1189.3284109589044","1202.9974246575355","1231.3243013698636","1351.418087431694","1371.6273972602737","1293.1488493150682","1351.1244383561643","1397.7587704918028","1429.6510136986305","1506.3209863013694","1553.4699452054788","1622.6817213114757","1587.2546575342462","1625.9642191780813","1532.2956260646713","1527.2147438728905","1572.3028577996038","1670.055070592763","1649.024602739726","1577.0222229560259","1648.039569665303","1727.740173204755"
"INTL.54-2-IRN-TBPD.A","        Iran","","","","","","","","589.999999999","580","660","784.999999999","765.000000001","790","830","864","870.2","965","1002","1075","1084","1108","1129","1140","1119","1221","1218","1093.7","1300.8324043715847","1367.8334520547946","1369.1250684931508","1413.7976164383551","1490.0032786885247","1558.4218630136993","1678.5730136986308","1722.34802739726","1728.9663328093425","1794.964317391781","1686.2743741369873","1658.188932233671","1814.5804454296122","1873.061175382959","1912.7488511788629","1895.0218939473468","1778.6014014423563","1906.284901369863","1981.6831205479452","2040.17484069863","1925.678727464052","1987.7620480853425","2136.074333643346"
"INTL.54-2-IRQ-TBPD.A","        Iraq","","","","","","","","217","214","205","249.999999999","240","258","279","285.3","320","351","400","263.3","340.8","408","457.1","474","469","443.2","447","451","432.931693989071","448.9361369863013","463.5266301369859","381.5918082191776","461.1996448087429","489.079260273973","464.9352328767124","429.0666936986302","482.3399453551914","585.9145830136979","603.2165670246575","635.7393634191781","785","861","879","803","860","910.6429863013698","960.8416164383561","941.6068219178082","770.2244939878366","856.0512782353151","917.5515484677394"
"INTL.54-2-IRL-TBPD.A","        Ireland","","","","","","","","119.035","104","92","83","84.508197","83.873972","98.961645","89.309588","80.038251","82.917809","91.945204","98.293151","100.322404","103.627397","113.227397","116.742467","120.587433","133.326026","147.961644","166.942464","172.150272","180.780821","176.778084","175.331507","182.56011","196.808218","201.216439","191.964384","189.368853","163.336986","164.342466","147.347944","138.636611","141.219178","140.40822","146.158903","152.24317","153.583563","159.117807","159.189042","134.797813","146.057535","154.038355"
"INTL.54-2-ISR-TBPD.A","        Israel","","","","","","","","160.4","163","162","151","125.502732","131.561643","142.800001","157.964383","168.259563","172.649316","178.975342","179.920549","180.72951","198.931507","211.89041","227.791782","221.073771","230.024657","227.654795","234.887671","252.412568","233.682192","246.860274","254.583561","248.275956","233.435616","242.145205","250.750687","246.095629","232.747945","251.241095","249.471233","296.344263","223.115068","205.742467","217.435615","221.010927","237.693152","231.652055","232.424657","205.472677","205.027396","227.093151"
"INTL.54-2-ITA-TBPD.A","        Italy","2068","2004","1855","1971","1897","1952","2039","1934.8","1874","1781","1750","1719.633881","1704.531507","1733.221919","1815.10411","1829.478143","1897.315068","1868.432877","1855.772603","1894.259564","1890.561645","1869.224658","1942.098631","1920.415301","1933.761644","1943.013698","1890.819178","1849.849726","1834.542465","1870.131506","1859.654794","1828.923498","1780.569863","1776.586302","1728.704109","1666.789618","1544.235615","1544.243835","1493.80274","1370.136612","1260.071232","1266.260274","1273.783562","1236.669398","1244.254795","1272.230138","1255.076712","1032.393442","1162.257534","1194.821918"
"INTL.54-2-JAM-TBPD.A","        Jamaica","","","","","","","","52.999999999","46.000000001","39.000000001","41","35","31","30.6","33.5","37.6","43.1","45.2","47.3","50.8","51.9","54.1","59.9","62.7","65.8","66.6","68.3","65.97946885245901","67.4818542465754","67.12340712328766","70.09861589041095","68.38988415300535","70.6753413698631","81.10513643835614","82.81140054794511","69.95712459016391","55.92122520547947","51.18504986301376","53.857509041095895","49.92567322404373","53.95170849315071","52.99632219178086","54.021178","58.364083","47.561808219178076","50.674575342465744","61.07195665508076","39.5586088720705","47.02334239594253","49.48578489763574"
"INTL.54-2-JPN-TBPD.A","        Japan","4949","4864","4621","4837","4880","4945","5050","4960.3","4848","4582","4395","4666.117486","4436.052055","4502.917808","4567.49315","4849.103825","5057.90959","5282.630138","5338.441095","5418.849727","5330.780822","5586.350685","5638.928767","5677.371586","5636.561645","5448.019177","5589.405479","5458.778689","5360.983563","5268.676712","5380.073972","5267.846996","5287.534246","5155.961643","4989.378084","4737.431694","4324.227398","4399.197259","4414.726027","4673.631147","4520.731506","4285.742466","4166.879453","4043.245901","3954.271233","3861.441095","3766.052055","3366.202186","3411.145205","3376.117809"
"INTL.54-2-JOR-TBPD.A","        Jordan","","","","","","","","36.999999999","43.999999999","50.000000001","53","56","58","62.1","65.7","61.5","62.4","65.6","62.2","73.1","71.6","81.6","84.9","92.1","88.8","95.3","96.1","101.42353879781429","97.77185643835605","102.37983671232871","105.51912986301379","103.01269617486341","112.03019197479448","105.55899274630141","104.26117532493147","94.06614793989073","98.64279401095894","107.125417689863","131.25799685917806","145.54956354644807","139","153","133","116","120.19805479452056","110.54292695890412","114.80131506849314","90.27253220515331","91.68813661933515","97.36136851973298"
"INTL.54-2-KAZ-TBPD.A","        Kazakhstan","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","403","341","298.1","268.8","245.8","216.4","196.7","146.7","165.70582950819676","157.7864635616439","170.64860164383566","175.750290410959","185.99143060109284","201.52568219178082","210.26475835616438","227.68933260273985","260.9683519125683","201.3203287671232","234.41818849315072","270.65618630136976","245.65619506849313","250.78129643835615","248.89434958904104","306","334","338.2755068493151","330","320.57405479452063","297.8395730979656","297.8707101583538","288.1436053"
"INTL.54-2-KEN-TBPD.A","        Kenya","","","","","","","","41","39","39","37.000000001","36","37.000000001","38.9","34.3","38.4","42.1","41.9","36.8","41","42.1","43.4","46.2","48.4","43.9","51.1","51.6","62.49019999999995","58.42102027397265","56.02761972602743","50.05633315068493","56.03251256830597","62.67850849315067","69.33218958904104","69.33445698630133","70.95700874316944","82.13950356164383","85.03976986301367","87.30881095890398","81.637969398907","87.80027945205477","90.06578630136995","105","114","115.4159452054797","119.61490410958861","116.449452054796","111.19079026819954","115.75088678711295","119.3899381808539"
"INTL.54-2-KIR-TBPD.A","        Kiribati","","","","","","","","0.2","0.2","0.2","0.2","0.1","0.1","0.10347","0.12172","0.12166","0.12172","0.12172","0.123","0.12166","0.12172","0.12172","0.12172","0.12166","0.12172","0.12172","0.1217260273972603","0.23931010928961724","0.20500054794520545","0.299706394520548","0.31285324383561647","0.3350623530054644","0.43739506849315113","0.48507561643835645","0.4452191452054799","0.4959131147540984","0.43410410958904144","0.43127068493150694","0.40000219178082197","0.3939262295081968","0.40051698630136945","0.39943205479452","0.419868","0.44865","0.509637260274","0.513486575343","0.517001643836","0.49006672568992965","0.5073397260273973","0.5318750520547945"
"INTL.54-2-KWT-TBPD.A","        Kuwait","","","","","","","","106.000000001","115.999999999","118.000000001","123.000000001","120.000000001","121","118.4","114.3","120.8","124.2","85.2","94.8","120.5","130.5","165.9","172.8","188.8","212.8","238.4","285.7","218.06978142076503","245.28961643835615","276.30342465753426","291.14917808219207","297.71450819672134","332.1441369863007","325.1206575342465","366.2547353424654","395.79107923497287","523.009316736986","476.054677","456.636214","463.600314","480.446234","451","451","437","416.1137808219178","424.0016438356164","342.01441095890414","286.18841726330015","346.1752825312238","372.22681895990837"
"INTL.54-2-KGZ-TBPD.A","        Kyrgyzstan","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","32.1","19.4","8.8","11.7","12.3","10.20308","14.00428","11.605126991780821","9.475732240437157","8.690725479452048","10.195475119534613","10.167618630136992","11.027755191256823","13.981081643835617","17.410613698630137","22.646553424657533","25.015566120218548","30.541848767123295","26.677832328767117","28.339585753424664","36.295077260273935","36.24591780821918","32.16053150684932","34.304164","40","34.76460273972603","39.67704109589041","32.11523287671233","30.198532945712625","32.12760390911105","31.0784621"
"INTL.54-2-LAO-TBPD.A","        Laos","","","","","","","","3","1.2","1.099999999","1.2","1.099999999","1.2","1.5","1.5","1.5","1.7","1.7","2","2","2","2.1","2.2","2.4","2.7","2.7","2.7","7.026615844262292","7.5991486630137","7.78920598630137","8.319568895890411","8.496368980874328","9.206527199999993","11.235068178082193","10.811310112328767","12.284457087431692","13.92746537260274","14.470074364383558","14.937032281095904","16.650892939071078","17.09168426191779","17.731026088767166","20.584793","20.674682","21.236728767153","23.606383561747","19.267589041164","18.260248456284142","23.260203812726143","24.38508691859989"
"INTL.54-2-LVA-TBPD.A","        Latvia","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","53.969944","52.007002","49.964688","39.378083","41.001921","36.240488","34.959435","32.943379","28.314112","31.7863","32.197261","33.09863","34.204919","35.936986","37.424657","39.819177","38.14754","36.147945","37.441096","34.230138","34.180327","34.682191","34.88767","36.726027","37.685794","38.293151","35.31507","39.832877","35.393443","36.912329","35.460273"
"INTL.54-2-LBN-TBPD.A","        Lebanon","","","","","","","","44.999999999","42","41.000000001","42.999999999","41.000000001","47.999999999","45.8","47.9","42.8","34.7","33","53.2","55.6","68.3","76.5","82.6","85.8","97.98471","99.58471","104.08471232876713","93.23363387978137","100.22786301369861","100.03536986301368","100.49131506849322","101.2753005464481","96.48679452054796","90.35298630136984","78.86989041095889","105.57841530054641","128.4023287671233","119.80126027397264","124.06328767123294","140.10360655737693","139","148","163","168.52481221917807","178.51858032886437","168.47886419173835","168.4848493150685","163.52645926742397","163.4272871204448","173.53940067059648"
"INTL.54-2-LSO-TBPD.A","        Lesotho","","","","","","","","1.000000001","1.000000001","1.000000001","1.000000001","1.000000001","1.099999998","1.15379","1.15379","0.79067","1.15379","1.15379","1.15379","1.1515","1.14","1.25","1.25","1.25","1.25","1.2","1.2","2.766336065573769","2.7950931506849312","2.854791780821919","2.851436986301371","3.0009445355191255","2.995390410958903","2.9667252054794555","3.8450974958905437","3.2039530054644767","3.690692602739727","3.806238356164381","3.9719397260274003","4.258216844262292","4.283781232876708","4.477911967123293","4.335521273973","4.776812739726","5.217482882288","5.09481780822","5.1467822599","4.914358071038253","5.192946723232877","5.35620598630137"
"INTL.54-2-LBR-TBPD.A","        Liberia","","","","","","","","13.000000001","12","12","12","11","11","8.15717","6.06376","7.9","6.43178","3.83178","2.19695","2.29669","2.53178","2.53178","2.53178","2.63169","2.63178","2.73178","2.731780821917808","3.0802459016393406","3.3057064876712374","3.2640609682191752","3.576742322465751","3.88156184590164","4.5515658082191806","4.681988046575338","4.348017235616431","3.8292058885245903","3.5492057917808246","5.576522575342465","6.233952821917811","6.879731049180326","6.177608926027395","8.088527835616441","8.181291","9.348411","8.0732328768","9.1635046576","9.1635046576","8.749688603825136","4.108109589041096","4.237262874565529"
"INTL.54-2-LBY-TBPD.A","        Libya","","","","","","","","100","115","124.000000001","125.000000001","119.999999999","127.999999999","124.8","135.3","142.2","147.4","154.6","165.6","149.1","160","165.9","179.1","187","198.8","187.6","177.6","255.15850382513676","255.71659616438356","263.5980668493151","273.0412569863014","261.0557628415301","275.5820416438354","262.7873106849314","249.98059178082192","259.8765486338797","302.3919035616435","310.3571523287671","189.2807463780822","253.0345205369863","257.515871890411","269.2694779616438","221","204.537103","213.1156712328767","223.20109589041095","219.740356164383","196.64702288291247","222.83196107777587","229.83749665897628"
"INTL.54-2-LTU-TBPD.A","        Lithuania","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","87.279781","75.699146","70.580821","64.454794","67.631693","67.665753","75.457535","60.556164","48.284154","53.147946","52.742466","50.150685","54.549181","58.895891","58.531507","60.830137","63.808742","55.364384","55.753425","53.857535","54.759562","53.09041","52.260274","57.142465","61.661201","64.20822","68.161644","67.972603","63.934426","65.59178","66.109588"
"INTL.54-2-LUX-TBPD.A","        Luxembourg","","","","","","","","23","22","22","21","20.669399","21.989041","23.824659","26.772603","27.37705","30.161645","33.147946","38.641095","39.748633","39.690411","39.797261","37.495892","38.759563","40.679452","42.495813","45.309588","48.730994","51.452055","52.320548","56.065753","63.253658","65.121078","61.671232","61.231286","61.295082","57.572603","60.068495","61.504111","59.202186","58.490411","56.805479","56.230138","56.163934","59.394521","62.958904","63.915068","52.595628","56.595319","50.0912920654199"
"INTL.54-2-MAC-TBPD.A","        Macau","","","","","","","","3.199999999","3.100000001","3.3","4.6","5","4.1","5.9","6.39901","6.19543","6.59854","6.87156","6.79569","7","7.7","8.2","8.1869","9.4","9.7","10.4","11","10.79241176753617","11.009094491255283","11.906188203670197","12.295795847333508","14.706690339210226","14.544787455845615","14.920473872663047","13.934017299905229","11.561585328384377","12.6960833290256","9.796641743775316","10.689814511932456","10.986517097982606","10.985719169466703","11.294972489015247","17.409552","17.063316","15.956205021107952","14.315468024467995","14.308892682002","13.560705911269945","11.716713566332535","12.283343843835617"
"INTL.54-2-MDG-TBPD.A","        Madagascar","","","","","","","","8","6.999999999","6","8","8","8.599999999","5.59097","8.28","8.99458","6.39056","6.20998","6.52172","7.12166","7.32172","8.02172","8.42172","8.42166","8.52172","8.52172","8.52172602739726","13.03146830434426","12.680956358958902","9.212340609616446","12.198025360986302","13.328017021666664","12.833428593424657","12.645860857534243","13.382836397260277","14.349256234972685","12.118333315068496","12.867607276712327","13.984242421917802","15.471826483606549","15.076274301369853","16.601174684931504","18.876739","20.684553","16.9153863013","16.2794330743","21.056794520548","15.813985786482345","18.5187053230745","19.100907955075716"
"INTL.54-2-MWI-TBPD.A","        Malawi","","","","","","","","3","3.5","2.9","2.4","2.3","2.7","2.5","2.61242","2.6","3.34235","3.54235","4.5","4.5","4.30681","4.6","4.9","4.9","4.9","4.9","4.9","5.256912568306012","4.8348448200000025","4.564453596438357","5.009540090136982","5.289261028961751","4.678956835890412","4.9310924852054825","4.817771958904111","5.8238635819672195","5.145847380547941","6.46735821972603","6.082851838630137","5.978579205737711","6.200251236986309","6.3101101410958895","5.832842","6.831114","7.878698356217","9.159115232929","9.416072876712","8.990850989071038","10.326676013284233","10.651332830136987"
"INTL.54-2-MYS-TBPD.A","        Malaysia","","","","","","","","160","165","180","191.999999999","193.999999999","193.999999999","191.9","197.3","202.3","219.3","264.9","282.6","302","336.5","378.9","399.2","436.2","468.7","450.1","453","467.90358797814145","493.24818958904126","500.2278564383556","496.90485260273954","527.9630212240443","520.4215096986301","523.7772361643836","608.18952774137","577.7980518087433","620.7560729468489","594.7757969315073","657.2276580821929","649.3049704918028","726.7857681095894","736.9548899068498","700.084712","717.316803","722.2927397260273","705.2783561643836","718.559232876713","679.7205412606255","684.2935993990743","717.3866233354659"
"INTL.54-2-MDV-TBPD.A","        Maldives","","","","","","","","0.1","0.1","0.1","0.1","0.4","0.4","0.46353","0.46353","0.56336","0.56353","0.68471","0.68471","0.68448","0.8","1.68396","2.28471","2.3","1.9869","2.1869","2.186904109589041","4.643524590163931","3.9126027397260277","4.674109589041091","4.041095890410962","5.338554644808739","4.858928767123288","6.132526027397259","6.344981890410955","6.909379016393439","7.367532273972606","7.448627397260272","8.04144104109589","10.195702185792353","10.824009369863019","14.476339041095887","10.721305","11.483373","11.870869589100002","13.581758575341","15.270879452055","14.472493423497271","14.010742465753427","14.080796178082197"
"INTL.54-2-MLI-TBPD.A","        Mali","","","","","","","","3.000000002","4","3.000000002","3.000000002","3.000000002","3.299999999","2.4889","2.9","1.60812","3.22438","3.23038","3.2308","3.42431","3.42438","3.42438","3.42438","3.62431","3.62438","3.72438","3.7243835616438354","6.1166120218579225","6.20895890410959","6.298356164383558","6.347999999999996","6.553415300546457","6.7469589041095865","7.945452054794525","9.514027397260278","11.294918032786889","14.299506849315064","14.299506849315064","15.621123287671228","16.581967213114748","17.818630136986283","19.065123287671213","23.036985027397","29.761063821917","32.849095890382","34.799342465724","37.575150684902","35.8781935133076","44.77414010205166","46.1817785606055"
"INTL.54-2-MLT-TBPD.A","        Malta","","","","","","","","8.7","9.499999999","10","6.799999999","9.4","6.000000001","7.94235","8.7","9.3","9.8","10.5","11.4","12.4","13.2","14.2","15.2","16","17.1","18","20","28.597486338797854","31.388657534246548","30.66005479452059","35.54175342465756","37.18841530054642","31.971013698630138","32.66304109589043","35.47202739726024","36.80743169398904","39.34476712328772","46.61205479452054","44.26361643835616","42.08459016393445","40.01553424657537","40.794027397260315","43.09331506849315","47.225","50.24580821917808","52.110410958904104","53.97602739726028","49.688959217569554","45.41168598751444","46.34658799975632"
"INTL.54-2-MTQ-TBPD.A","        Martinique","","","","","","","","4.5","4.5","4.5","4.4","3.9","4.8","5","5.7","6.9","9.6","10.5","8.7","9.5","12.9","12.8","13","13","13.2","13.1","13.1","15.200184893989062","15.261206787945207","15.81631548054794","15.578071246027399","15.559053895081966","15.29775429479452","15.184886901917817","15.710719848767118","15.75270010491803","15.751916729863002","15.691329366575335","16.361304316712324","ie","ie","ie","ie","ie","ie","ie","ie","11.965009863013698","14.287670136986302","12.591574109886665"
"INTL.54-2-MRT-TBPD.A","        Mauritania","","","","","","","","4.2","3.999999999","3.999999999","3.999999999","6.000000001","6.000000001","3.42611","4.72117","6.2","7.15309","6.3","6.6","22","22.5","22.5","22.8","23","23.1","23.2","23.2","8.030744398907109","8.37082375342466","9.061122219178088","9.36110945205479","10.0932274863388","10.424369863013697","10.132357972602742","11.5248226849315","14.165155737704913","13.956463013698635","13.585649315068492","14.774638356164386","16.292038251366122","14.578150684931506","17.43262739726023","17.293887","16.105644","24.690602739726","26.135325479452","27.473995616437","26.233197980410612","28.105811549298892","28.98942023835616"
"INTL.54-2-MUS-TBPD.A","        Mauritius","","","","","","","","5.999999999","5.4","5.200000001","5.700000001","5.700000001","5.800000001","7.2","6.2","9.1","10.19589","11.9","12.1","14.4","14.6","14.7","15.5","16","16.2","16.3","16.3","20.608989071038256","20.51350684931507","19.99427397260273","20.378246575342477","21.38745901639345","22.681232876712322","22.724712328767136","22.717260273972602","22.3222131147541","22.115342465753436","23.508493150684924","25.050630136986307","24.866939890710373","24.961780821917806","25.724602739726027","26.22183508219178","28.254344","31.652136986302274","34.30668493150647","36.676082191782","29.41234651896967","24.343533742466526","25.108861491850732"
"INTL.54-2-MEX-TBPD.A","        Mexico","","","","","","","","1270","1399","1476","1350","1394.937157","1476.191782","1523.471232","1576.416439","1598.06011","1714.958904","1591.315069","1712.901369","1712.590163","1811.30137","1978.454794","1827.328768","1824.229507","1863.147945","1983.660274","1976.350687","2062.4153","2036.772603","1952.832877","1951.830137","2020.286885","2068.613699","2075.780822","2135.471234","2125.770492","2058.312327","2094.284933","2120.271234","2102.051912","2090.386301","2039.690411","2006.328767","2052.614755","2019.950685","1886.868493","1955.585388","1611.409836","1630.687671","1856.52055"
"INTL.54-2-MDA-TBPD.A","        Moldova","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","56.12112","40.6","22.36353","22.02117","19.6","18.4","15.4","8.6","9.556693989071047","10.555342465753421","11.974438356164377","13.100794520547947","14.234398907103824","14.42234958904109","14.048418630136995","14.596403287671237","15.55092459016394","15.192751780821917","16.72408328767124","17.429993424657535","16.550201643835614","16.364886575342464","17.422794520547946","17.754878","19.002597","19.943753424657533","21.253068493150682","21.996301369863012","20.428784593261454","22.74872492662337","22.009980975342465"
"INTL.54-2-MNG-TBPD.A","        Mongolia","","","","","","","","12","12","13.999999999","13.999999999","15","16","16.6","16.8","17.3","16.7","15.7","14.7","13.3","12.7","13.1","11.4","11.8","7.91917","8.42172","8.72172602739726","9.45677595628415","9.615095890410956","10.359753424657528","11.244958904109598","12.288060109289612","12.040493150684926","13.881561643835616","17.06687671232876","18.15510928961749","16.525479452054796","17.355534246575345","21.585589041095922","24.599041095890385","25.62106849315071","24.381369863013674","24.073917","21.073715","26.852246575342466","28.48693150685","35.79402739726","33.922658030054656","34.24640822366181","35.90259362834419"
"INTL.54-2-MNE-TBPD.A","        Montenegro","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","7.776739726027406","8.209068493150687","8.447540983606556","6.852520547945202","6.523342465753423","6.237753424657529","5.872076502732239","5.680876712328772","5.811945205479457","7.4823","7.467533","7.562547945205479","7.978246575342466","7.553890410958904","6.4200547945205475","7.730682191780821","7.8898357780822135"
"INTL.54-2-MSR-TBPD.A","        Montserrat","","","","","","","","0.1","0.1","0.1","0.1","0.1","0.2","0.08175","0.10292","0.10265","0.10292","0.12117","0.22117","0.22112","0.22117","0.22117","0.32117","0.32112","0.32117","0.32117","0.3211780821917808","0.1958743169398907","0.1964109589041095","0.2810958904109588","0.2810958904109588","0.280327868852459","0.2810958904109588","0.2810958904109588","0.3169041095890409","0.42393442622950794","0.3441860273972604","0.4645301369863016","0.3218356164383557","0.3067374316939892","0.38469041095890427","0.3605468493150686","0.405664","0.23026","0.2098958904","0.2289753424","0.22897534240000003","0.19282468852458995","0.17994246575342465","0.18936529589041096"
"INTL.54-2-MAR-TBPD.A","        Morocco","","","","","","","","89","85","87.999999999","89","85","89.999999999","93.4","92","99.2","110.9","116.2","118","130.6","135","148.1","141.5","138.1","146.3","144.2","157.5","151.07737377049185","150.95736876712337","153.9910136986302","158.73719671232877","184.01000546448086","199.05505534246566","203.34705424657537","215.72704767123292","228.1699650273224","242.3967353424657","260.8671616438356","281.5006334246575","282.0182054644809","285.1806915068495","280.6292383561644","274","275","292.28531506849316","288.11654794520547","307.491397260274","278.76062639556443","308.55263546231635","318.2531132905378"
