Report generated on: 04-08-2024 05:36:21
"API","","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022"
"","refined petroleum products consumption (Mb/d)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.54-2-TCD-TBPD.A","        Chad","","","","","","","","2","1.9","1.9","1.9","0.899999999","1.1","1.9","1.7","1.01277","1.11384","2.3389","2.3","2.3","1.1","1.2","1.2","1.2","1.3","1.3","1.3","1.6912295081967212","1.628027397260274","1.60758904109589","1.587693150684931","1.6690928961748643","1.801802739726027","1.828372602739726","2.031682191780944","2.1316414402278925","2.33180821917762","2.590356164383606","3.773693150684836","6.624816438355836","6.883041095890096","7.163479452055096","7.260906301369779","7.149709589041209","11.147550684931767","12.092783561644767","12.574712328767","10.325017937206802","14.180186375242307","14.508044777637423"
"INTL.54-2-CHL-TBPD.A","        Chile","","","","","","","","107","104","102","96","101.142076","98.046575","103.512328","108.224657","119.661202","134.986301","145.473972","153.019178","165.251367","179.487671","195.868494","212.476712","231.63388","244.838356","254.920548","261.284932","239.625684","233.441095","239.649316","248.501369","263.420765","272.345206","278.172602","351.490411","369.333333","348.350685","322.29589","332.052054","332.06284","339.441096","336.364384","330.509588","351.959016","357.172604","363.430136","361.726027","330.398908","360.58904","370.271233"
"INTL.54-2-CHN-TBPD.A","        China","","","","","","","","1940","1857.000000001","1837.000000001","1874","1911","2024.000000001","2057","2162","2315","2416","2327","2431","2694","2993","3193","3394","3797","3636.5","4118","4359","4688.535","4814.297","5211.508","5786.183","6802.69","6970.258","7493.351","7923.259","8041.343","8497.269","9181.535191780822","9686.149484927397","10170.80617809452","10780.567783580822","11417.91284931507","11958.034531013698","12555.123190164384","13200.13740271233","13608.79921050685","14007.514099164384","14432.723000452055","15452.992762273972","15147.6070001"
"INTL.54-2-COL-TBPD.A","        Colombia","","","","","","","","161","164","168","171.999999999","174.000000001","171.000000001","171.5","184.5","197.5","208.2","196.3","204.8","229.4","240.7","245.8","250.7","279","286.5","289","277.9","281.31936830601126","273.6960186301369","271.9993610958904","266.730309041096","281.83089836065545","273.7817391780822","284.64951671232876","269.6915265753424","274.14818688524593","259.3231528767124","268.4375561643834","307.29781589041096","326.70312767123295","328.8802115068491","340.3430597260272","335","352","328.5281369863014","336.93175342465753","352.44167123287673","281.6102808971617","304.00610572652346","319.9258074590318"
"INTL.54-2-COM-TBPD.A","        Comoros","","","","","","","","0.3","0.3","0.3","0.3","0.3","0.3","0.16353","0.35399","0.35357","0.35399","0.42172","0.40643","0.40614","0.40643","0.40643","0.40614","0.40614","0.40643","0.50643","0.5064383561643836","0.7092622950819671","0.74186301369863","0.74186301369863","0.9494849315068502","1.0345355191256838","0.9964931506849322","1.1592602739726032","0.7639123287671231","0.7790163934426227","0.9528328767123291","1.1340986301369862","1.0241331506849314","1.0701978082191779","1.2842649315068497","1.150829315068493","1.24119","1.45287","1.889709424657","2.058422931507","2.219686520548","2.119542814104747","2.50041095890411","2.5790206"
"INTL.54-2-COG-TBPD.A","        Congo-Brazzaville","","","","","","","","5.000000001","5.999999999","5.000000001","4.000000001","4.000000001","5.700000001","5.90342","6.54368","5.8028","6.54368","7.12268","6.22371","5.8","5.4","5.2","5.2","5.1","5","5","4.2","4.47626448087432","5.726790136986303","4.639489315068497","5.988074520547938","6.499096174863383","7.327894794520554","8.488371506849324","9.888645479452059","10.6515868852459","12.29110136986302","13.664850410958906","15.055927671232881","14.769779726027396","16.86279780821917","17.29063890410958","17.156893150684933","16.625737","14.25841095890411","12.123342465753424","12.61704109589","11.505378696042728","11.714160028490198","12.082437534246619"
"INTL.54-2-COD-TBPD.A","        Congo-Kinshasa","","","","","","","","19.000000001","20.000000001","20.999999999","20.999999999","20.000000001","19.000000001","20.54124","18.52399","23.0436","21.84097","20.52178","21.5","24.3","25.2","20.1","20.47447","21.37734","21","19.9","20.533724712328766","7.971775956284153","7.0719178082191805","7.994931506849321","9.379013698630132","10.300573770491804","12.816465753424659","14.437178082191776","14.596547945205486","12.362240437158476","10.673835616438357","15.359863013698625","18.676082191780818","18.322595628415304","26.783260273972594","36.39178082191777","21.144189","15.943903","17.424794520600003","17.4102739726","17.88098630137","17.07349628142077","24.98968434761463","25.775326162352023"
"INTL.54-2-COK-TBPD.A","        Cook Islands","","","","","","","","0.2","0.4","0.4","0.4","0.4","0.4","0.3","0.3","0.3","0.3","0.3","0.208","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.3","0.4460654839437377","0.4287726027393015","0.2338652054794931","0.21578493150713715","0.35951712703078165","0.5773054794516576","0.617158356164493","0.520963287671575","0.533844509319656","0.4930767123283564","0.585635616438712","0.657167123288041","0.695041095890288","0.69299726027385","0.730871232877096","0.676313671233","0.699860328767","0.744953972536","0.747057534236","0.756244931507","0.716707270491803","0.543428493150685","0.5697090410958905"
"INTL.54-2-CRI-TBPD.A","        Costa Rica","","","","","","","","16.000000001","16.000000001","14.999999999","16.000000001","14","14.999999999","13.5","15.8","18","19.7","18.8","20","25.18448","27.4","28.3","30.9","29.7","31.3","35.34235","38.8","37.92925792349732","38.09844602739723","39.48578958904118","40.83559890410959","40.49966448087439","43.5365304109589","46.68599561643842","50.745046575342414","50.17119890710382","48.04763287671237","49.21292712328772","49.698622465753395","49.56693150684935","51.50871232876708","52.70126027397252","52","55.152082","57.6013698630137","60.185386921835615","63.250279430136985","51.11569960707736","58.63811064645327","61.708776835517845"
"INTL.54-2-CIV-TBPD.A","        Cote d'Ivoire","","","","","","","","28","30.000000002","28","30.000000002","28.999999999","30.000000002","31.5","35.2","36.6","36.6","30.3","24.9","24.9","28.5","29.1","28.6","30","27.9","26.9","30","29.24401967213114","28.32172931506846","29.54346958904114","23.1522904109589","28.19339672131143","35.588098630137","26.25458191780821","24.741686575342477","28.5986469945355","25.61602082191779","28.18608986301367","23.748500821917848","33.75773114754094","39.06293041095893","42.03110684931506","44.74796","52","51","52","56.458547945206","53.9090238311614","58.61456787152658","60.457330730664864"
"INTL.54-2-HRV-TBPD.A","        Croatia","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","64.9","63.2","78.5","88.7","77.2","80.6","89.84235","90.62117808219178","84.71214098360655","86.59505095890418","90.28658630136995","99.24875835616439","93.8301071038251","96.47080328767112","97.92943342465752","101.15402191780821","95.10430710382512","93.62566246575345","80.22268821917812","79.33965150684925","73.31030575342461","69.18171287671227","68.41623671232884","68.065178","69.086904","72.33772602739727","71.01336986301371","71.5249589041096","62.29724821052362","68.69091114414796","70.10506837518443"
"INTL.54-2-CUB-TBPD.A","        Cuba","","","","","","","","203","206.999999999","224.000000002","206.000000001","212.999999999","217","222.5","218.8","220.6","224.9","218.8","204.4","180.9","179.7","182.1","186.6","192","199.6","193.6","162.6","157.95809398907096","150.2301589041095","152.14746630136986","156.08800876712323","157.73626994535522","156.43740931506846","151.20017534246568","149.7539901369863","161.97383278688523","163.7589863013699","189.202818630137","170.6995660273972","184.92598136986302","175.6634356164384","176.9583912328767","170","174","148.95054794520547","158.71660273972603","164.06813698630137","151.74919706651195","156.59863887412513","164.79913840089975"
"INTL.54-2-CYP-TBPD.A","        Cyprus","","","","","","","","20.000000001","16.999999999","18.000000001","20.000000001","20.000000001","21","22.4","24.3","24.3","30.1","32.3","32.6","37.6","37.5","43.2","42.6","41.9","42.7","45.9","48.8","50.89546120218585","51.41290849315075","50.93058082191778","54.85381479452054","49.4995092896175","54.62517808219178","56.49997260273972","58.18123287671231","60.2068579234972","58.245753424657565","55.99739726027403","55.42328767123287","51.995835616438384","46.49515068493151","46.7082191780822","47.286878","52.293296","53.130240246575354","53.17404117808219","54.38268493150685","46.165723345361116","43.79205494752444","44.69361314455954"
"INTL.54-2-CZE-TBPD.A","        Czechia","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","154.186302","158.920549","168.578083","173.346996","168.942465","174.909589","174.443486","169.81694","179.119907","176.154339","187.817353","206.097069","213.118338","211.662161","211.396408","215.18119","205.479452","202.323818","198.138157","195.509638","188.673254","202.480365","196.142466","180.183061","214.32805","216.903391","219.545289","192.710382","212.030667","216.058065"
"INTL.54-2-DNK-TBPD.A","        Denmark","","","","","","","","290.3","243","230","219","215.5847","222.70411","219.547944","213.69589","204.015985","195.608219","192.449315","194.365414","192.581967","198.967282","211.406684","222.715068","234.953552","226.616437","222.846576","220.252056","210.000001","213.410959","197.164384","188.271232","185.333333","183.463013","189.857534","190.326026","181.054644","166.512329","167.468493","163.367123","155.491804","154.761644","153.621919","154.479452","158.202187","158.536986","161.235616","165.391781","136.934427","140.501369","148.482192"
"INTL.54-2-DJI-TBPD.A","        Djibouti","","","","","","","","10","8","8","6","4.999999999","4.999999999","4.5","4.6","4.5","10.4","10.7","10.7","10.8","10.9","11.2","11.1","11.1","11.2","11.2","11.2","5.844371584699454","5.837013698630133","5.85361643835616","6.07087671232877","5.887540983606557","5.585671232876706","5.223123287671239","5.416339726027399","5.970693989071033","5.280827397260283","5.953057534246573","4.601846575342461","5.913473972602733","6.113427397260266","6.216641095890411","5.602275","5.058573","4.4589150685","4.6644794521","4.262065753425","4.069594524590164","4.265866246575342","4.399979293150684"
"INTL.54-2-DMA-TBPD.A","        Dominica","","","","","","","","0.2","0.3","0.3","0.3","0.3","0.3","0.24628","0.34628","0.371","0.37119","0.37119","0.37119","0.371","0.37119","0.49237","0.61324","0.61324","0.61355","0.61355","0.6135616438356165","0.7529207650273219","0.8404082191780827","0.7596589041095888","0.8687999999999998","0.9999508196721312","0.9852328767123293","0.9830986301369863","1.2357287671232873","1.1056502732240436","1.107295890410959","1.1629298630136988","1.1344043835616435","1.1158890410958902","1.07967208219178","1.1455934246575346","1.216575","1.226698","1.1757938355","1.230061096","1.2040011780821918","1.0139143333333331","1.1041202739726028","1.1619389890410958"
"INTL.54-2-DOM-TBPD.A","        Dominican Republic","","","","","","","","38.000000002","37.000000002","39.000000002","47","40.999999998","41.999999999","47","52.1","58.8","58.9","64.5","61.6","65.1","59.2","68.1","71.6","77.7","84.4","86.6","99.7","138.16191803278687","133.06398465753423","139.15619945205484","119.43675726027396","112.1067169398908","120.5696756164383","119.05071232876716","119.57098082191787","119.59566010928962","116.70721315068495","119.087594520548","113.76304438356172","120.68136438356171","116.08885808219179","111.25216328767121","123.127068","133.195534","126.31835616438356","142.75494876712327","148.18068493150685","119.61632280142075","127.19639254951578","133.85720820286306"
"INTL.54-2-ECU-TBPD.A","        Ecuador","","","","","","","","84","87.999999999","94.999999999","85","82.999999999","86.000000001","91.9","90.5","93","90.2","97.1","103.2","118.4","111.4","119.1","123.1","129.2","134.8","137.9","129.2","139.8235398907103","154.59898630136982","156.66363506849316","163.80477041095887","179.29175846994536","193.87443506849323","203.39518356164388","209.20091726027394","215.41522950819675","231.41240438356175","245.5579428931507","245.8740713753425","249.618525030137","260.7560907178082","284.1659170410959","272.5138961315069","256.941797","245.7896712328767","262.7278904109589","258.9813698630137","210.90512475474463","214.04364314236238","225.2523357191286"
"INTL.54-2-EGY-TBPD.A","        Egypt","","","","","","","","260","300.000000001","320.000000001","376.000000001","406","430.000000001","428","442","437","443","465","456","444.9","451","474","489","535","561","589","581.6","558.2795486338791","557.2962213698625","562.1585556164385","574.3807682191784","635.661671038251","647.1765895890414","664.2729391780822","704.4528328767127","726.5921573770488","770.5189449643836","800.8374457369856","781.7604555397254","811.4504645972597","817.2420071561645","874.307750241095","857.127068","830.147841","823.4072602739726","786.2210684931506","810.178794520548","664.7141805609731","824.5999957290411","850.5243049559075"
"INTL.54-2-SLV-TBPD.A","        El Salvador","","","","","","","","13.999999999","12","12","13","13","13.999999999","14.9","14.7","16.2","15.7","16.5","19.2","21.9","22.3","25.1","31.4","30.6","32","37.5","38.3","37.75680546448086","39.00035178082196","40.32082849315065","42.769960547945196","42.86692786885234","43.39599561643843","45.24638246575343","47.611080547945164","44.598888524590144","44.952806575342464","44.18830904109586","44.11808438356165","45.14608219178082","43.763369863013764","45.53756164383557","48.59389","48.439103","44.59460273972602","50.435452054794524","59.11246575342465","49.7798257568306","55.322171318937194","58.21919360526941"
"INTL.54-2-GNQ-TBPD.A","        Equatorial Guinea","","","","","","","","0.4","0.4","0.5","0.5","0.5","0.6","0.5","0.51917","0.51912","0.81917","0.81917","0.81917","0.81912","0.81917","0.81917","0.81912","0.81912","0.91917","0.91917","0.9191780821917808","4.999355939816114","2.482728767122918","30.410301369862836","34.46361643835619","8.45110157945976","15.942465753425644","27.026136986300642","28.666739726027643","27.621808219177645","30.113068493150642","26.522630136985644","30.865835616437643","29.611013698629645","33.005863013698644","30.387178082191642","27.462356164383642","27.563150684932","27.9839452054793","23.355479452054","22.288986301369","5.43993144385402","5.980913785657094","6.168945594520548"
"INTL.54-2-ERI-TBPD.A","        Eritrea","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","--","--","6.3","7.2","7.3","7.34096","7.83178","8.131780821917808","4.161038251366117","4.567917808219177","4.174602739726027","5.008630136986306","5.414836065573771","5.421616438356161","3.705671232876705","3.8128767123287624","2.686530054644807","3.2804383561643844","3.251917808219182","3.301534246575344","3.500082191780822","3.577452054794522","3.737315068493151","3.738162","3.844479","4.1426575342","4.7764109589","5.200438356165","4.9656864192146","4.22068194686257","4.353374443835618"
"INTL.54-2-EST-TBPD.A","        Estonia","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","31.939889","33.736986","31.60274","24.939725","26.885245","26.652055","26.561644","24.772603","21.314207","24.208219","25.065754","24.553425","25.40164","26.150685","28.356164","29.841097","28.959017","25.906849","26.657534","26.347943","30.923498","30.515068","28.986301","29.030137","28.838799","30.413699","30.350685","27.520547","28.251366","27.936986","30.676712"
"INTL.54-2-SWZ-TBPD.A","        Eswatini","","","","","","","","2","2","2","2","2","2.300000001","2.03584","2.31375","2.4551","2.58695","2.48671","2.87875","2.68","3.31163","3.51259","3.51259","3.51255","3.51259","3.51259","3.512592401137245","4.656019700546445","4.6161322230136985","4.6024796547945215","4.633450854794519","4.590121193989074","4.586903389041097","4.567892523287669","4.755185753424662","4.884186284152999","4.7612189041095805","4.784602465753428","4.83543287671233","4.9095983606557425","5.076904109588826","5.329356164383482","5.44873839726","5.988024315068","5.921819526453","6.253940712331","6.019134246578","5.747315346994536","5.816328318754977","5.999185835616439"
"INTL.54-2-ETH-TBPD.A","        Ethiopia","","","","","","","","12.000000001","12.000000001","12.999999999","15","15","18","17.2","19.5","18.7","19.7","19.6","16.4","23.5","21.9","14.1","15.4","11.6","11.6","17.19534","21.631780821917808","23.17426229508201","24.219452054794555","25.13175342465749","26.767424657534225","28.268087431694013","32.9077808219178","35.53202739726023","40.57701369863014","43.37254098360654","44.50090410958901","44.504493150684915","47.16734246575337","49.80019178082191","58.55482191780818","67.26865753424659","69.222465","80.253551","78.8569041096","84.5938904111","107.91301369863","103.0397543907104","106.72102795022288","110.07619236247041"
"INTL.54-2-FLK-TBPD.A","        Falkland Islands","","","","","","","","0.08","0.08","0.08","0.08","0.08","0.1","0.07736","0.07736","0.13639","0.2","0.1","0.1","0.1","0.1","0.1","0.2","0.12112","0.22117","0.12117","0.1211780821917808","0.1871038251366117","0.2080547945205474","0.2292328767123282","0.2496712328767122","0.2701092896174866","0.2708493150684931","0.3124657534246579","0.3124657534246579","0.3116120218579236","0.3124657534246579","0.2856739726027397","0.2775726027397257","0.2830765027322406","0.2838520547945209","0.2838520547945209","0.296483","0.308273","0.2961917851","0.3091178082","0.3091178082","0.26039876611632845","0.2412123561643836","0.2538437123287672"
"INTL.54-2-FRO-TBPD.A","        Faroe Islands","","","","","","","","0","0","0","0","0","3.499999999","3.331616438356164","3.5","3.6182465753424657","3.965178082191781","4.365178082191781","3.979945205479452","3.9625","3.92166","4.02166","4.33125","4.34333","4.34333","4.34345","4.34345205479452","4.747093415300546","5.270972821917809","5.061600109589038","5.072779753424657","5.158085846994536","5.030087808219178","4.925860027397266","5.130279205479454","4.7326210928961805","4.3669155616438315","4.662193753424653","4.3271869315068585","4.410613879781416","4.870415424657531","4.330850821917808","4.554940767123293","4.684524","5.295270136986302","5.4654848219","5.465484821900001","5.019281410544935","5.106317671232876","5.211442742465753"
"INTL.54-2-FJI-TBPD.A","        Fiji","","","","","","","","7.100000001","7.3","7.199999999","5.9","5.4","5.5","6.6","5.4","5.4","6.4","6.8","5.6958","5.9","6.3","6.4","7","7.2","7.2","7","7.6","10.055172371584701","10.474655120547947","8.424330131506846","10.074025126356176","13.950048065846993","11.798384010958904","13.127551920547946","11.933724828876715","8.837592153460957","7.56634599046463","11.493097594301233","8.23655617923237","8.075284148594399","8.68352517534111","9.793177900275753","10.379404408218","9.934231630137","10.936390958904","11.386784663560768","11.530326027396","10.927407260733828","8.150172602739726","8.544321950684932"
"INTL.54-2-FIN-TBPD.A","        Finland","","","","","","","","270.5","241","221","208","214.213116","205.30411","223.035616","231.205479","230.39475","227.673972","228.369862","228.271232","227.893442","213.934247","222.950684","206.158905","206.486339","206.723287","214.041096","214.063014","212.683061","214.123288","220.421918","224.994521","221.379781","220.843836","223.427397","226.736987","216.857923","203.315068","212.621918","206.972602","197.666667","208.841096","205.378082","205.167122","208.396175","208.150687","208.490411","209.446575","188.551913","183.928767","190.041096"
"INTL.54-2-CSK-TBPD.A","        Former Czechoslovakia","","","","","","","","355","350","327","319","301.001","298.001","295","296","280.999","310","291","241.999","241.001","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","","--"
"INTL.54-2-SCG-TBPD.A","        Former Serbia and Montenegro","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","56.45","33.3","32.431","27.022","49.23","67.419","63.441","57.569","62.477019672131156","81.93628712328761","83.81768657534244","84.66936219178088","85.07920546448089","86.08700273972607","--","--","--","--","--","--","--","--","--","","","","--","--","--","","--"
"INTL.54-2-SUN-TBPD.A","        Former U.S.S.R.","","","","","","","","8995","8935.000000001","9075","8950","8910","8950","8976","8995","8891","8740","8393","8350","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","","","","--","--","--","","--"
"INTL.54-2-YUG-TBPD.A","        Former Yugoslavia","","","","","","","","301","285","286.000000001","267","324.999999999","330.999999998","305.00448","314.41","316.80464","310.332","316.6","251.4","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","","","","--","--","--","","--"
"INTL.54-2-FRA-TBPD.A","        France","2601","2447","2252","2420","2294","2408","2463","2256.4","2023","1880","1835","1770.625684","1753.164383","1763.717808","1785.408218","1801.259562","1844.172603","1826.115069","1941.736986","1933.371584","1878.799999","1865.934247","1915.016439","1942.915301","1962.276713","2004.517809","1996.926026","1984.931693","2024.536986","1991.495889","2000.860275","2007.213115","1988.901369","1990.347945","1973.890412","1933.857923","1860.090411","1817.227397","1825.68219","1790.374318","1765.561644","1745.857535","1747.260273","1709.508197","1736.80274","1685.967123","1689.301371","1427.983606","1541.375344","1541.254796"
"INTL.54-2-GUF-TBPD.A","        French Guiana","","","","","","","","2.500000001","2.199999999","2.7","2.8","2.199999999","2.199999999","2.57787","2.8839","3.29622","3.8051","4.54697","4.97934","4.0742","5.36356","5.36356","6.26356","6.16338","6.26356","6.26356","6.263561643835616","3.70064836065574","4.132500273972605","3.6082082191780858","4.505378082191785","4.412371584699455","4.309868493150682","3.8032082191780847","4.283578082191782","4.304844262295081","5.4862767123287695","4.953101369863015","5.456202739726029","ie","ie","ie","ie","ie","ie","ie","ie","ie","ie","ie"
"INTL.54-2-PYF-TBPD.A","        French Polynesia","","","","","","","","1.5","2.299999999","3","4.000000001","5.999999999","5.2","6.62153","6.6217","6.51546","6.56959","6.21366","6.21366","5.84224","5.84235","4.62117","4.82117","4.72112","4.82117","4.82117","4.821178082191781","5.246642667431694","5.856715749479444","6.1050037561643755","6.5443695068493195","6.38300288021858","6.6846093205479455","6.4923571424657585","6.854908216438355","7.010924808743169","6.991928767123292","6.995783068493153","6.725945205479454","6.531641693989065","6.6295343835616425","6.482710383561648","6.78457","6.671435","6.4977155069","6.694019352","6.694019352","6.344140053534321","5.821114123102717","6.102628093150685"
"INTL.54-2-GAB-TBPD.A","        Gabon","","","","","","","","11","11.999999999","11","14.000000001","11.999999999","11","9.9","10.4","11.7","15.6","15.3","15.6","16.1","15.1","15.3","14","15","16","15.4","18.3","13.142709289617475","14.286390136986316","13.947401643835619","13.503809315068496","13.729991256830601","15.51622904109588","15.547129863013698","16.48217205479453","16.452034972677605","16.083772054794522","20.0598645260274","21.14111708493151","21.97966418579235","23.05754309041096","23.04673263561644","22.0656322630137","21.662076","21.666219178082194","17.619616438356164","14.370191780821","17.608896505443223","15.399191716872684","15.8833212684932"
"INTL.54-2-GMB-TBPD.A","        Gambia, The","","","","","","","","1.100000001","1.100000001","1.100000001","1.100000001","1.199999999","1.199999999","1.08471","1.31824","1.31819","1.31824","1.32424","1.31824","1.31819","1.41824","1.63649","1.51824","1.51819","1.51824","1.61824","1.6182465753424657","2.101557377049181","2.286904109589041","2.2966849315068534","2.2966849315068534","2.4078688524590164","2.4327123287671264","2.631342465753422","2.7734520547945176","2.8707103825136655","3.127945205479454","3.2118273972602758","3.3826602739726073","3.277792349726777","3.284520547945205","3.611605479452047","3.695397","3.725671","3.7884767122","3.812520548","3.890208219177","3.714434097684092","3.2351589041095896","3.336867961643836"
"INTL.54-2-GEO-TBPD.A","        Georgia","","","","","","","","--","--","--","--","--","--","--","--","--","--","--","--","27","15.64046","7.48","8.04","14.5","15.5","15.8","25.9","15.895843715847","12.899500273972603","12.698829589041097","12.749532054794516","12.965725683060114","16.74880328767124","16.56387616438356","21.094152328767123","18.845841530054635","19.896797808219183","21.111315068493155","21.99693150684931","21.916061369863016","22.43895890410959","23.588794520547978","27.021381","33.036493","29.72131506849314","29.50682912437671","32.360438356164394","30.52114453822837","33.755135976252284","32.447700975342464"
"INTL.54-2-DEU-TBPD.A","        Germany","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","2829.057534","2841.4153","2908.449315","2883.356163","2875.632878","2922.352459","2917.254795","2922.830136","2835.786301","2766.751366","2807.460273","2710.399999","2679.221917","2648.038251","2624.068492","2635.775343","2406.690412","2533.461748","2434.495891","2466.928767","2392.235616","2389.177595","2435.112329","2373.879451","2367.706849","2383.393443","2450.084932","2326.860275","2354.868493","2147.70765","2234.572603","2179.145205"
"INTL.54-2-DDR-TBPD.A","        Germany, East","","","","","","","","375","355","371","337","372","362","362.1","342.469","322.028","300.359","282.28","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--"
"INTL.54-2-DEUW-TBPD.A","        Germany, West","3324.37","3029.61","2957.06","3205.9","3212.13","3290.3","3372.68","2707","2449","2372","2324","2184.998","2289.001","2429.9","2380.53","2400.971","2280.639","2399.72","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","","--"
"INTL.54-2-GHA-TBPD.A","        Ghana","","","","","","","","16","14.000000001","16","14.000000001","16","14.000000001","15.8","18.2","21.3","23.7","20","20.1","22.4","23.4","25.8","26.6","27.1","25.9","26.7","31.1","36.51708852459018","36.76183780821911","38.70647232876711","39.14055123287671","43.43944262295078","43.77411945205473","42.83303013698631","47.6384580821918","48.51638579234967","58.19515506849316","58.95498958904102","66.81615890410956","76.21492240437163","77.33584657534239","77.54851397260278","94.055753424658","99.887452054795","91.27616438356216","102.81052054794473","98.030739726028","103.17602739726027","106.20969199691511","109.54878121951856"
"INTL.54-2-GIB-TBPD.A","        Gibraltar","","","","","","","","3.3","3.7","3.3","2.6","2.4","5.5","8.16517","8.4","11","9.4","9.8","10","17.78666","18.7869","18.8869","18.8869","18.88666","18.8869","21.8","18.98690410958904","52.696284153005465","58.102986301369825","64.15071232876711","73.6981369863014","70.19136612021859","78.76493150684938","76.96435616438359","83.19742465753421","80.7013114754099","85.69660273972607","82.84808219178082","82.45578082191784","82.95357923497265","76.64032876712331","72.49410958904107","74.6804381369863","75.798808","83.7114246576","81.7995616439","83.65389041095891","76.82296022950821","81.96156073972604","83.64892345035818"
"INTL.54-2-GRC-TBPD.A","        Greece","","","","","","","","262.4","254","239","231","232.407104","241.673972","246.375342","266.509589","279.456284","298.450887","314.084932","316.342465","323.068306","332.741718","340.484932","355.109471","367.871967","374.35544","391.756939","383.963623","399.640098","406.086378","408.767269","428.995696","419.995075","423.17824","444.234197","450.046471","429.209253","403.614696","369.841097","350.989042","305.95082","282.627398","283.317808","295.473972","296.147542","303.598175","298.654794","309.594521","251.30601","268.70137","305.260274"
"INTL.54-2-GRL-TBPD.A","        Greenland","","","","","","","","3.7","3.499999999","3.400000001","2.4","3.799999999","3.400000001","2.260082191780822","1.5600821917808219","3.638356164383562","3.219178082191781","3.6626301369863015","3.6191780821917807","3.21912","3.3","3.31912","3.31912","3.51912","3.61912","3.61917","3.6191780821917807","3.9541336612021847","3.699268273972602","3.4540080000000017","3.88251430136986","3.656538945355195","4.552203131506847","4.139920413698633","4.791409123287674","4.128128030054641","4.368805553424661","5.699574479452056","5.429142421917805","4.258322218579239","4.156757073972602","3.7001237479452014","3.9729538191780804","4","4.050248608193151","4.053467705","4.01616463789589","3.673556","3.67706701966208","3.719135"
"INTL.54-2-GRD-TBPD.A","        Grenada","","","","","","","","0.299999999","0.400000001","0.400000001","0.400000001","0.400000001","0.400000001","0.46379","0.57733","0.59531","0.59557","0.89252","0.89252","0.91632","1.05981","1.21598","1.11095","1.196","1.59139","1.35492","1.3549315068493153","1.4894312732240438","1.5530420356164383","1.597369202739726","1.6898368712328764","1.6364839316939888","1.725566638356164","1.7853961506849316","1.8958731506849311","1.9639106557377077","1.9208758904109613","1.9842065753424623","2.0120150630136986","1.9985306010928998","2.2565043835616394","1.9180980821917826","2.000653","2.045535","2.2159725769","2.1860382856795435","2.185120446537901","1.8402191827946506","2.3746879816942017","2.4990419698630144"
"INTL.54-2-GLP-TBPD.A","        Guadeloupe","","","","","","","","3.5","4.900000001","6.199999999","6.500000001","7.1","6.500000001","6.60982","7.51102","8.21559","9.1","9.8","10.2","9.7","11","11.4","11.7","11.6","11.9","11.9","11.9","13.6447131147541","14.35378356164383","14.69345479452055","14.732526027397267","14.326489071038248","14.277298630136988","14.728421917808214","15.320364383561635","14.264163934426232","14.09727671232877","15.048205479452056","16.615178082191782","ie","ie","ie","ie","ie","ie","ie","ie","ie","ie","ie"
"INTL.54-2-GUM-TBPD.A","        Guam","","","","","","","","25.000000002","35","27.000000001","26","9","4.600000002","7.70821","5.31095","5.50655","5.3","12.67397","14.2","17.09836","22.663","32.86027","24.4","21.58851","24.67419","20.2","22.3","22.24944262295082","31.12506150318238","21.657","18.15016977085897","20.8367131147541","25.17399153424658","26.11624134573964","18.74421513741708","11.66623770491804","18.72282324459378","16.818","14.577","15.619708732451787","13.246872736094767","12.8","13.5","12.569872873594713","11.4931506849","11.4931506849","11.4931506849","10.918445","11.504593099999997","11.504999999999999"
